vaalipiiri,id,sukunimi,etunimi,puolue,ikä,sukupuoli,Toimin tällä hetkellä kansanedustajana.
03 Varsinais-Suomen vaalipiiri,4688,Vuorio,Joel,Suomen Kommunistinen Puolue,21,M,0
01 Helsingin vaalipiiri,5043,Vuorjoki,Anna,Vasemmistoliitto,38,F,0
02 Uudenmaan vaalipiiri,4823,Vuornos,Henrik Jeremias,Kansallinen Kokoomus,21,M,0
04 Satakunnan vaalipiiri,4801,Vähäkainu,Johanna,Suomen Kristillisdemokraatit (KD),28,F,0
02 Uudenmaan vaalipiiri,4449,Vähäkangas,Mika,Valitsijayhdistys Mika Vähäkangas,32,M,0
12 Oulun vaalipiiri,5856,Vähämäki,Ville,Perussuomalaiset,35,M,1
01 Helsingin vaalipiiri,4145,Väisänen,Juha-Pekka,Suomen Kommunistinen Puolue,47,M,0
12 Oulun vaalipiiri,6119,Väli-Klemelä,Jari,Muutos 2011,47,M,0
04 Satakunnan vaalipiiri,4293,Välimäki,Erno,Vasemmistoliitto,37,M,0
02 Uudenmaan vaalipiiri,5307,Välimäki,Mia,Kansallinen Kokoomus,29,F,0
03 Varsinais-Suomen vaalipiiri,5018,Välttilä,Mikko,Vihreä liitto,39,M,0
09 Savo-Karjalan vaalipiiri,6038,Vänskä,Jorma,Muutos 2011,0,M,0
02 Uudenmaan vaalipiiri,4879,Värmälä,Johanna,Suomen Sosialidemokraattinen Puolue,44,F,0
02 Uudenmaan vaalipiiri,4722,Värne,Eena,Piraattipuolue,28,F,0
08 Kaakkois-Suomen vaalipiiri,4439,Väyrynen,Mika,Piraattipuolue,47,M,0
13 Lapin vaalipiiri,6138,Väyrynen,Paavo,Suomen Keskusta,68,M,0
09 Savo-Karjalan vaalipiiri,5709,Väyrynen,Ritva,Vasemmistoliitto,46,F,0
12 Oulun vaalipiiri,4780,Väänänen,Leena,Kansallinen Kokoomus,46,F,0
09 Savo-Karjalan vaalipiiri,4450,Väätäinen,Tuula,Suomen Sosialidemokraattinen Puolue,59,F,1
02 Uudenmaan vaalipiiri,5118,Wahrman,Kalevi,Suomen Työväenpuolue STP,65,M,0
10 Vaasan vaalipiiri,5020,Walker,Ilmari,Vasemmistoliitto,27,M,0
01 Helsingin vaalipiiri,6227,Wallenius,Anni,Suomen Kommunistinen Puolue,27,F,0
02 Uudenmaan vaalipiiri,5894,Wallenius,Jarkko,Perussuomalaiset,47,M,0
01 Helsingin vaalipiiri,4400,Wallgren,Thomas,Suomen Sosialidemokraattinen Puolue,57,M,0
10 Vaasan vaalipiiri,6042,Wallin,Harry,Suomen Sosialidemokraattinen Puolue,61,M,1
12 Oulun vaalipiiri,5120,Wallin,Olli-Pekka,Piraattipuolue,48,M,0
03 Varsinais-Suomen vaalipiiri,4162,Wallin,Stefan,Suomen ruotsalainen kansanpuolue,47,M,1
11 Keski-Suomen vaalipiiri,4248,Wallinheimo,Mika Sinuhe,Kansallinen Kokoomus,43,M,1
03 Varsinais-Suomen vaalipiiri,5792,Wallinkoski,Lola ,Kansallinen Kokoomus,37,F,0
03 Varsinais-Suomen vaalipiiri,5522,Weber,Konsta,Vihreä liitto,31,M,0
01 Helsingin vaalipiiri,5014,Weckman,Sebastian,Suomen ruotsalainen kansanpuolue,37,M,0
02 Uudenmaan vaalipiiri,5054,Wehka-aho,Emmi,Vihreä liitto,29,F,0
11 Keski-Suomen vaalipiiri,4393,Weijo,Ahti,Kansallinen Kokoomus,40,M,0
12 Oulun vaalipiiri,6091,Wentin,Anders,Suomen ruotsalainen kansanpuolue,0,M,0
02 Uudenmaan vaalipiiri,4578,Wessman,Jaana,Vasemmistoliitto,41,F,0
03 Varsinais-Suomen vaalipiiri,4637,Westergård,Håkan,Suomen Kristillisdemokraatit (KD),67,M,0
10 Vaasan vaalipiiri,5259,Westerholm,Micael,Perussuomalaiset,37,M,0
02 Uudenmaan vaalipiiri,4339,Wickström,Henrik,Suomen ruotsalainen kansanpuolue,20,M,0
09 Savo-Karjalan vaalipiiri,4201,Wihonen,Jussi,Perussuomalaiset,51,M,0
02 Uudenmaan vaalipiiri,4297,Wikstedt,Mikko,Perussuomalaiset,51,M,0
04 Satakunnan vaalipiiri,4878,Wiksten,Lena,Itsenäisyyspuolue,60,F,0
06 Hämeen vaalipiiri,4818,Wikström,Sirke,Vasemmistoliitto,49,F,0
11 Keski-Suomen vaalipiiri,5361,Wilkman,Tuomas,Suomen Kristillisdemokraatit (KD),36,M,0
09 Savo-Karjalan vaalipiiri,4687,Willman,Veera,Vihreä liitto,26,F,0
01 Helsingin vaalipiiri,4355,Yanar,Ozan,Vihreä liitto,27,M,0
04 Satakunnan vaalipiiri,5260,Ylikännö,Martin,Suomen Keskusta,42,M,0
03 Varsinais-Suomen vaalipiiri,5941,Ylikännö,Minna,Suomen Sosialidemokraattinen Puolue,0,F,0
13 Lapin vaalipiiri,4826,Yliviuhkola,Jukka,Suomen Kommunistinen Puolue,58,M,0
07 Pirkanmaan vaalipiiri,5988,Yltävä,Jarno,Piraattipuolue,26,M,0
10 Vaasan vaalipiiri,6066,Ylä-Pöntinen,Tanja,Suomen Kristillisdemokraatit (KD),36,F,0
02 Uudenmaan vaalipiiri,5469,Ylönen,Iida,Suomen Kommunistinen Puolue,30,F,0
13 Lapin vaalipiiri,4619,Yritys,Inkeri,Vasemmistoliitto,60,F,0
06 Hämeen vaalipiiri,4821,Yrjö-Koskinen,Eero,Vihreä liitto,52,M,0
03 Varsinais-Suomen vaalipiiri,4147,Yrttiaho,Johannes,Vasemmistoliitto,35,M,0
02 Uudenmaan vaalipiiri,5914,Zakarian,Lala,Suomen Kristillisdemokraatit (KD),0,F,0
02 Uudenmaan vaalipiiri,5771,Zarrouk,Mira,Itsenäisyyspuolue,39,F,0
01 Helsingin vaalipiiri,5788,Zyskowicz,Ben,Kansallinen Kokoomus,60,M,1
09 Savo-Karjalan vaalipiiri,4404,Åhman-Kuosmanen,Kati,Suomen Sosialidemokraattinen Puolue,46,F,0
02 Uudenmaan vaalipiiri,5376,Åkers,Thelma,Suomen Sosialidemokraattinen Puolue,57,F,0
10 Vaasan vaalipiiri,5471,Åstrand,Bo-Göran,Suomen ruotsalainen kansanpuolue,50,M,0
10 Vaasan vaalipiiri,4603,Åstrand,Ulla-Maria,Suomen Keskusta,40,F,0
02 Uudenmaan vaalipiiri,5888,Öhman,Sten,Suomen ruotsalainen kansanpuolue,64,M,0
10 Vaasan vaalipiiri,4815,Östman,Peter,Suomen Kristillisdemokraatit (KD),53,M,1
